,SCFA,Taxa,PearsonR,PearsonP,SpearmanR,SpearmanP
0,Acetate,Muribaculaceae,-0.15783485438575437,0.05213152637772627,-0.1253767453304082,0.12378774616841233
1,Acetate,Faecalibaculum,0.01723887991636007,0.833046165505261,0.07285793369282184,0.37238000078164246
2,Acetate,Parasutterella,-0.15459186634723326,0.057216752207166044,-0.14628312112575947,0.07212979542617576
3,Acetate,Bacteroides,0.003271788624196092,0.968089585318628,0.04073975355217025,0.6182485525304726
4,Acetate,Akkermansia-muciniphila,-0.08297042781908981,0.309516386310657,0.0002050321729663382,0.9979997538814144
5,Acetate,Bacteroides-acidifaciens,0.04467831122904172,0.584683005415734,0.0710707256540873,0.38425312933415157
6,Acetate,Lachnospiraceae-NK4A136-group,-0.13797513900648528,0.09004756410533747,0.030033693505286393,0.7133904259003145
7,Acetate,Parabacteroides-goldsteinii,0.16344396396588068,0.0442211095387974,0.0008303774629405613,0.9918991602841797
8,Acetate,Bacteroides-uniformis,-0.07509966746802116,0.35780950076050105,0.07447331502458492,0.361844362187303
9,Acetate,Alloprevotella,0.056347572349747174,0.49050055733483633,-0.04543171232645777,0.5783591416812466
10,Acetate,Clostridia-UCG-014,-0.07841183552862589,0.3369419118950567,-0.15253999822306055,0.060640262742604846
11,Acetate,Lachnospiraceae,0.12209819875524307,0.13399982112638018,0.1616058064912964,0.04669488703122048
12,Acetate,Desulfovibrionaceae,0.2001068627908533,0.013444571065729178,0.12223847785171335,0.13355006245624895
13,Acetate,Escherichia-Shigella,-0.055969251147478805,0.4934220652743294,0.08395355353713461,0.30379871928313146
14,Acetate,Oscillospiraceae,0.11811277241139576,0.14726799821655262,0.16288383600215967,0.04496305079537772
15,Acetate,Helicobacter-ganmani,0.15018654803102535,0.0647720133510998,0.11194264248444945,0.1697373079221874
16,Acetate,Bacteroides-vulgatus-ATCC-8482,-0.003620360864226735,0.9646919818423065,0.045134553629007784,0.5808496153517408
17,Acetate,Mucispirillum-schaedleri,0.06989148863098944,0.3922113660965384,0.15965800750415188,0.04944095378064419
18,Acetate,Lachnospiraceae-bacterium-28-4,0.43897089872492506,1.5391846732655137e-08,0.12551450525086785,0.12337219593058119
19,Acetate,Clostridia-vadinBB60-group,0.21930687131010285,0.006635478433419097,-0.0013600467473433768,0.9867322923517854
20,Acetate,Muribaculum,-0.016502294098336298,0.8400823234165623,0.05419286973901171,0.5072622402117912
21,Acetate,Colidextribacter,0.138719717964655,0.08830938367381772,0.0539369459878758,0.5092727008742874
22,Acetate,Rikenellaceae-RC9-gut-group,0.23896209159759493,0.003028016708324704,0.15602828264682717,0.05491609607008676
23,Acetate,Alistipes,0.28452135677082163,0.0003814854686370307,0.06418887323375283,0.43207170022203045
24,Acetate,Lachnoclostridium,0.07325044245929463,0.36980287758185915,0.17325634176750856,0.032794926893193736
25,Acetate,Oscillibacter,0.08974792901573399,0.2715180513443576,0.096057326848673,0.2391067134226307
26,Acetate,Roseburia,0.23252326533117673,0.003942902230618157,0.2100982342695557,0.009378331019895148
27,Acetate,Lachnospiraceae-bacterium-10-1,0.0006714337544017884,0.9934497147470047,0.007119766022816067,0.9306279027630682
28,Acetate,Parabacteroides,0.2874260020003115,0.00033011937353405463,0.12064746781941331,0.13871936678804275
29,Acetate,Dubosiella-newyorkensis,-0.08696163202543414,0.286738314354128,-0.058201758925879414,0.47631609736628777
30,Acetate,Ruminococcaceae,0.34251355543724776,1.565142229784654e-05,0.1654501465975027,0.04164715083840533
31,Acetate,Peptococcaceae,0.3091302902688249,0.00010657893048890927,0.09037818184356188,0.26815268079614113
32,Acetate,Anaerotruncus,0.392519449944844,5.686494707845566e-07,0.2990711212071305,0.0001819861377158001
33,Acetate,Lactobacillus,0.131128794941534,0.10733678868489505,0.1275735364832858,0.11728887585148837
34,Acetate,Desulfovibrio,0.06096784244104482,0.4555758512509062,0.06979592660871527,0.3928605844808437
35,Acetate,Bacteroides-caecimuris,0.07517831971540015,0.3573048242176766,0.18674272903327205,0.02124419674448027
36,Acetate,Ruminococcus-sp.-N15.MGS-57,-0.018522298664478666,0.8208183338070796,-0.0047030802066049295,0.9541428187366783
37,Acetate,mouse-gut-metagenome,0.06996678935925887,0.3917002506376592,0.147270789599494,0.07020691407910895
38,Acetate,Candidatus-Saccharimonas,0.14670083674385395,0.07131140210738439,0.07699611726247398,0.3457646804656357
39,Acetate,Odoribacter,0.25832407844461525,0.0013123679688813658,0.08999817809535565,0.2701783805216887
40,Butyrate,Muribaculaceae,-0.29490496063596827,0.00022585630073667425,-0.21832434612046284,0.00688945787233766
41,Butyrate,Faecalibaculum,0.023887695072117226,0.7701965369889473,0.02126518087193051,0.7948329796654552
42,Butyrate,Parasutterella,-0.14720447817356014,0.07033469755102009,-0.14454035361094594,0.07562676726672105
43,Butyrate,Bacteroides,0.1483563175428878,0.06814176192103352,0.09900969798864126,0.22490767438641826
44,Butyrate,Akkermansia-muciniphila,-0.16893898130132945,0.03747006618519556,-0.06669354866306704,0.4142856411216904
45,Butyrate,Bacteroides-acidifaciens,0.055067784532994296,0.5004204665560485,0.11872231956285265,0.1451766729708432
46,Butyrate,Lachnospiraceae-NK4A136-group,-0.09784060351613175,0.23045725331217579,0.10730322104443031,0.1882396105783081
47,Butyrate,Parabacteroides-goldsteinii,0.3620468303245824,4.5785677723856804e-06,0.07503126729953047,0.35824875513668586
48,Butyrate,Bacteroides-uniformis,-0.0885187906849272,0.2781633844850963,0.08583394181694379,0.2930574421804962
49,Butyrate,Alloprevotella,0.06071870252276297,0.4574230488085621,-0.03203285982310757,0.6952295863926041
50,Butyrate,Clostridia-UCG-014,-0.19747584650012556,0.014743797947305317,-0.2544064680595138,0.001562335857396457
51,Butyrate,Lachnospiraceae,0.1505924741756924,0.06404338915163998,0.15703018746710953,0.05335701831755046
52,Butyrate,Desulfovibrionaceae,0.20927127729836248,0.009667882424802402,0.0930251141465573,0.2543293204639384
53,Butyrate,Escherichia-Shigella,-0.04311520776645307,0.5979038140163124,0.1743655984526958,0.03167691221774829
54,Butyrate,Oscillospiraceae,0.20868050729022108,0.009879538392057883,0.20381153507063335,0.011785335721368874
55,Butyrate,Helicobacter-ganmani,0.13744203608004468,0.09130872804543816,0.09718899540278869,0.23359186605884646
56,Butyrate,Bacteroides-vulgatus-ATCC-8482,0.052405811142271566,0.5213865767878276,0.09424901284188134,0.2481065324155909
57,Butyrate,Mucispirillum-schaedleri,0.08828605709339725,0.27943389410052016,0.2421421688229143,0.002651061650579954
58,Butyrate,Lachnospiraceae-bacterium-28-4,0.6730536983583522,2.1414554660815104e-21,0.20325456071519185,0.012022696753370395
59,Butyrate,Clostridia-vadinBB60-group,0.41474025060864955,1.0826312637982828e-07,0.11727840293674545,0.1501675398319651
60,Butyrate,Muribaculum,-0.10612235006729752,0.19317582761280888,-0.006942530682346566,0.932350656798104
61,Butyrate,Colidextribacter,0.17261812677533955,0.03345321005041991,0.13904209296126954,0.08756517101939397
62,Butyrate,Rikenellaceae-RC9-gut-group,0.2174332001542498,0.007127255019739704,0.12817464913065557,0.11555760509617856
63,Butyrate,Alistipes,0.28687352429430824,0.0003393666427177291,0.04252482750838928,0.6029320141163766
64,Butyrate,Lachnoclostridium,0.03144096546476931,0.700589018313524,0.20066549571873368,0.013181975457911606
65,Butyrate,Oscillibacter,0.21064330540242654,0.009191692418596766,0.16073285145206717,0.04790947582223661
66,Butyrate,Roseburia,0.18401654713718046,0.02324426478956675,0.2533098065952778,0.0016396985468710486
67,Butyrate,Lachnospiraceae-bacterium-10-1,-0.023016317711005003,0.7783583329733627,0.0506542043905407,0.5354225693047658
68,Butyrate,Parabacteroides,0.3172517151670381,6.821447728667642e-05,0.17776991813174758,0.028445636167246907
69,Butyrate,Dubosiella-newyorkensis,-0.11747506796830186,0.14948025179266886,-0.0005604181401087687,0.9945327278565935
70,Butyrate,Ruminococcaceae,0.4771359272320461,5.14058847966105e-10,0.20251641960374248,0.012343722117882495
71,Butyrate,Peptococcaceae,0.6027133554966434,2.1143315747126336e-16,0.12402396142733796,0.12792604712835282
72,Butyrate,Anaerotruncus,0.45752280751917407,3.10685747580251e-09,0.2907758824691314,0.00027886689039504796
73,Butyrate,Lactobacillus,0.13763827034662704,0.0908428708391998,0.11619909843210283,0.1539819342196168
74,Butyrate,Desulfovibrio,-0.03771363665419426,0.6445899584984089,0.09862375718482681,0.22672914917260747
75,Butyrate,Bacteroides-caecimuris,0.05565799931456042,0.49583254231893886,0.14955515916787326,0.0659187806002676
76,Butyrate,Ruminococcus-sp.-N15.MGS-57,-0.04806760071299167,0.5564885154682003,0.08506345687391564,0.29742774816399514
77,Butyrate,mouse-gut-metagenome,-0.026459631217831334,0.7462560287210518,0.08959919062166832,0.2723164304355415
78,Butyrate,Candidatus-Saccharimonas,0.18185376815888282,0.024944147020994043,0.03658105543810836,0.6545658128978467
79,Butyrate,Odoribacter,0.23003264141186958,0.004358793527453817,0.0687618430062015,0.39992697995926807
80,Propionate,Muribaculaceae,-0.1795557796106239,0.02686598239295201,-0.26333558867952894,0.00104593116430757
81,Propionate,Faecalibaculum,0.028891619778176298,0.7238386792581848,0.08758261059739336,0.28329777384282084
82,Propionate,Parasutterella,-0.1400879837573272,0.08518513176605184,-0.12269083304287208,0.13210760916261258
83,Propionate,Bacteroides,-0.09191929934808005,0.26004344423412457,0.12219192312686665,0.13369919645364897
84,Propionate,Akkermansia-muciniphila,-0.1558309488530521,0.05522755986185447,-0.04523693176213975,0.5799910277741408
85,Propionate,Bacteroides-acidifaciens,0.11954904272332817,0.1423763099980202,0.1798895513021664,0.02657922174682553
86,Propionate,Lachnospiraceae-NK4A136-group,-0.06760717091071375,0.4079061611602053,0.17098257915923426,0.035191457943714005
87,Propionate,Parabacteroides-goldsteinii,0.01330654856709653,0.8707490664434836,0.06151627608171186,0.4515242815616647
88,Propionate,Bacteroides-uniformis,-0.09857305236289943,0.22696922604751357,0.0935425711647321,0.2516853693691868
89,Propionate,Alloprevotella,0.24750708095444585,0.002110246630105103,-0.05198932465849783,0.5247069035150345
90,Propionate,Clostridia-UCG-014,-0.15914980902653075,0.050179086714767805,-0.21604849677758864,0.007511241485149397
91,Propionate,Lachnospiraceae,0.1448802533841701,0.0749341919741201,0.1807386600509845,0.025861481434839555
92,Propionate,Desulfovibrionaceae,0.37628776103280315,1.7733083639459206e-06,0.09367399483057122,0.2510168920592656
93,Propionate,Escherichia-Shigella,-0.008737165008719513,0.9149224003676467,0.2332472201149543,0.003828896772136863
94,Propionate,Oscillospiraceae,0.1667778733458447,0.04001366665793204,0.20804543497426856,0.010111614823032751
95,Propionate,Helicobacter-ganmani,0.2721680627128207,0.0006936407587789147,0.0836435759874604,0.30559394074419943
96,Propionate,Bacteroides-vulgatus-ATCC-8482,-0.08842033865097462,0.2787003654667165,0.09897843363976448,0.2250548423115735
97,Propionate,Mucispirillum-schaedleri,0.03153914674450045,0.6996989852637668,0.11218980446831922,0.16879090848328754
98,Propionate,Lachnospiraceae-bacterium-28-4,0.16074197982316793,0.04789664035281669,0.19886855833322914,0.014043027550426952
99,Propionate,Clostridia-vadinBB60-group,0.19059613865326322,0.01867114195650453,0.14478005173729694,0.07513782643465935
100,Propionate,Muribaculum,-0.043052991310003313,0.5984328147303128,-0.036627345224024534,0.6541568746004613
101,Propionate,Colidextribacter,0.2645665486152473,0.000988561373612265,0.18897067366507425,0.019721606114235464
102,Propionate,Rikenellaceae-RC9-gut-group,0.4256862545605046,4.570783059046461e-08,0.12605352731587152,0.12175660192916198
103,Propionate,Alistipes,0.47987513573590357,3.9619869015778573e-10,0.03257261086948864,0.6903553961143281
104,Propionate,Lachnoclostridium,0.09196301365691498,0.2598159007843736,0.19540002600157916,0.015844881913575994
105,Propionate,Oscillibacter,0.10814148512565737,0.18479188158034401,0.1534388505926402,0.05912040348732768
106,Propionate,Roseburia,0.32427538371474574,4.589164373145875e-05,0.25095228332272,0.0018179490954069975
107,Propionate,Lachnospiraceae-bacterium-10-1,-0.004358839955148755,0.9574960493575582,0.050477667101096774,0.5368475844311906
108,Propionate,Parabacteroides,0.6457780115171661,2.646596992326184e-19,0.1603563706853522,0.04844134628864681
109,Propionate,Dubosiella-newyorkensis,-0.10951786595545705,0.17923161603339458,-0.06243213752517269,0.4448035259227505
110,Propionate,Ruminococcaceae,0.38012026536741605,1.3631401732039434e-06,0.20691776187644798,0.010535565882943654
111,Propionate,Peptococcaceae,0.019419105220674082,0.8122992962460522,0.07385600590535779,0.3658484704797984
112,Propionate,Anaerotruncus,0.45964478910884143,2.5712870579926922e-09,0.2986713094945266,0.00018582366507607266
113,Propionate,Lactobacillus,0.24689095301350458,0.0021668081864431813,0.16797723617937238,0.03858469145476893
114,Propionate,Desulfovibrio,0.025722356448220386,0.7530952239901593,0.12587575586524702,0.12228761089432838
115,Propionate,Bacteroides-caecimuris,0.14006167812163745,0.08524435171693305,0.14458050618149318,0.07554468451923549
116,Propionate,Ruminococcus-sp.-N15.MGS-57,-0.03788859704322963,0.6430544712079498,-0.0021493550130882322,0.9790337606289286
117,Propionate,mouse-gut-metagenome,-0.012670284573531733,0.8768792868864875,0.020226082864990072,0.804652294683742
118,Propionate,Candidatus-Saccharimonas,0.12810414053300523,0.11575964196503613,0.03699184183663593,0.6509403966541956
119,Propionate,Odoribacter,0.4086384213694045,1.7279367159759032e-07,0.06944926804303066,0.3952210801991377
